Unnamed: 0,property_type,sector,society,price,price_per_sqft,built_up_area,bedRoom,bathroom,balcony,floorNum,agePossession,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
169,house,sector 25,dlf city plots phase 2,10.75,29861.11,3600.0,9,9,3+,3.0,Old Property,0,1,1,1,0,1,73,"28.4844° N, 77.0860° E",28.4844,77.086
170,flat,sector 37c,ild greens,1.0,4319.65,1697.0,3,3,3+,5.0,Under Construction,0,0,0,0,0,1,51,"28.4515° N, 76.9882° E",28.4515,76.9882
171,flat,sector 56,guru gram haryana cghs,1.38,7225.13,1910.0,3,3,3,5.0,Moderately Old,1,0,0,0,0,2,134,"28.4245° N, 77.0991° E",28.4245,77.0991
172,house,sector 33,unitech uniworld resorts,8.0,11428.57,7000.0,4,4,3+,2.0,Old Property,1,1,1,1,0,1,77,"28.4420° N, 77.0207° E",28.442,77.0207
173,house,sector 50,ss hibiscus,12.25,20940.17,5850.0,5,7,3+,1.0,Relatively New,1,1,0,1,1,2,160,"28.4178° N, 77.0628° E",28.4178,77.0628
175,flat,sector 78,umang monsoon breeze,1.15,5284.93,1969.0,3,3,3,9.0,Moderately Old,0,1,0,0,1,1,22,"28.3733° N, 76.9729° E",28.3733,76.9729
176,flat,sector 3,apna enclave,0.5,7692.31,722.0,2,2,1,1.0,Old Property,0,0,0,0,0,2,37,"28.4909° N, 77.0176° E",28.4909,77.0176
177,flat,sector 48,kibithu villas,3.45,12777.78,3000.0,4,4,3+,2.0,Moderately Old,0,0,0,0,0,1,0,"28.4177° N, 77.0359° E",28.4177,77.0359
178,flat,sector 81,bestech park view grand spa,2.29,8609.02,2315.0,3,4,3+,10.0,Relatively New,1,1,0,0,0,0,174,"28.3867° N, 76.9485° E",28.3867,76.9485
179,house,sector 1,independent,4.75,10555.56,4500.0,6,7,0,4.0,Moderately Old,0,0,0,0,0,1,0,"28.3663° N, 76.9456° E",28.3663,76.9456
180,house,sector 72,tata primanti,8.5,13492.06,6300.0,5,6,3+,10.0,Relatively New,1,1,1,1,0,2,145,"28.4225° N, 77.0211° E",28.4225,77.0211
182,house,sector 24,independent,6.5,22855.13,2844.0,4,4,2,2.0,Old Property,0,0,0,1,0,1,35,"28.4939° N, 77.1038° E",28.4939,77.1038
183,flat,sector 88a,godrej oasis,2.65,16750.95,1582.0,3,3,3+,10.0,New Property,0,0,0,0,0,1,110,"28.4347° N, 76.9557° E",28.4347,76.9557
184,house,sector 4,not applicable,0.75,11718.75,640.0,2,4,3,2.0,Moderately Old,0,0,0,0,0,1,0,"28.4738° N, 77.0107° E",28.4738,77.0107
185,flat,sector 82,mapsko royale ville,0.97,5418.99,1620.0,3,4,2,16.0,Relatively New,0,1,0,0,0,1,95,"28.3935° N, 76.9600° E",28.3935,76.96
186,flat,sector 79,supertech araville,0.95,6209.15,1385.0,2,2,3,7.0,New Property,1,0,0,0,0,1,49,"28.3624° N, 76.9787° E",28.3624,76.9787
187,flat,sector 84,ss the coralwood,1.1,5820.11,1710.0,3,3,3+,12.0,Moderately Old,0,0,0,0,0,2,104,"28.3979° N, 76.9736° E",28.3979,76.9736
188,house,sector 33,unitech uniworld resorts,9.5,23335.79,4071.0,5,7,3+,2.0,Under Construction,1,1,1,1,0,1,57,"28.4420° N, 77.0207° E",28.442,77.0207
189,house,sector 3,independent,0.55,7333.33,750.0,1,1,0,1.0,Moderately Old,0,0,0,0,0,1,0,"28.4909° N, 77.0176° E",28.4909,77.0176
190,flat,sector 102,conscient heritage max,2.2,10237.32,1186.0,3,4,3+,20.0,Relatively New,1,1,0,0,0,2,45,"28.4750° N, 76.9715° E",28.475,76.9715
191,house,sector 6,independent,1.0,4629.63,240.0,6,4,0,3.0,Moderately Old,0,0,0,0,0,1,0,"28.4745° N, 77.0262° E",28.4745,77.0262
192,flat,sector 65,emaar mgf emerald floors premier,2.8,16969.7,1650.0,4,4,3,2.0,Relatively New,1,0,0,0,0,2,89,"28.4030° N, 77.0690° E",28.403,77.069
193,flat,sector 62,emaar digihomes,4.0,14869.89,2343.0,3,3,3,18.0,New Property,0,1,0,0,0,2,38,"28.4139° N, 77.0886° E",28.4139,77.0886
194,flat,sector 86,pyramid urban homes 2,0.41,6902.36,668.0,2,2,1,3.0,Relatively New,0,0,0,0,0,1,63,"28.3986° N, 76.9384° E",28.3986,76.9384
195,flat,sector 77,emaar mgf palm hills,1.64,8410.26,1765.0,4,3,3,9.0,Relatively New,0,1,0,0,0,1,102,"28.3801° N, 76.9845° E",28.3801,76.9845
196,house,sector 66,emaar mgf marbella,11.0,33950.62,3240.0,5,6,3+,2.0,New Property,1,1,1,1,0,2,153,"28.3925° N, 77.0541° E",28.3925,77.0541
197,flat,sector 86,dlf new town heights,1.3,6735.75,1715.0,3,3,3,15.0,Relatively New,0,1,0,1,0,2,49,"28.3986° N, 76.9384° E",28.3986,76.9384
198,house,sector 56,independent,7.25,29340.35,2471.0,8,8,3+,0.0,Moderately Old,0,0,0,0,0,2,24,"28.4245° N, 77.0991° E",28.4245,77.0991
199,flat,sector 82,mapsko royale ville,1.12,8000.0,1500.0,3,4,2,6.0,Relatively New,0,1,0,1,0,1,174,"28.3935° N, 76.9600° E",28.3935,76.96
200,flat,sector 48,bestech park view city,1.8,10250.57,1951.0,3,4,3,3.0,Moderately Old,1,0,0,0,0,2,76,"28.4177° N, 77.0359° E",28.4177,77.0359
201,flat,sector 28,dlf regency park,1.91,16608.7,1278.0,2,2,2,11.0,New Property,0,0,0,0,0,0,98,"28.4728° N, 77.0865° E",28.4728,77.0865
202,house,sector 50,unitech espace,11.29,34845.68,3240.0,5,5,3+,2.0,Moderately Old,1,0,0,1,0,1,21,"28.4178° N, 77.0628° E",28.4178,77.0628
203,flat,sector 79,godrej,1.33,8531.11,1411.0,2,2,3,6.0,Relatively New,1,0,0,0,0,1,158,"28.3624° N, 76.9787° E",28.3624,76.9787
204,flat,sector 50,the close north,2.7,10364.68,2400.0,3,3,3+,6.0,Moderately Old,0,1,0,0,0,1,174,"28.4178° N, 77.0628° E",28.4178,77.0628
205,house,sector 41,independent,7.25,29292.93,2475.0,9,8,3,4.0,Old Property,0,1,0,0,0,2,94,"28.4557° N, 77.0632° E",28.4557,77.0632
206,flat,sector 72,tata primanti,4.1,14099.04,2629.0,4,5,3+,39.0,New Property,0,1,0,0,1,1,103,"28.4225° N, 77.0211° E",28.4225,77.0211
207,flat,sector 109,ats tourmaline,2.25,8704.06,2339.0,3,4,3,14.0,Relatively New,0,1,0,0,0,1,101,"28.5073° N, 77.0089° E",28.5073,77.0089
209,house,sector 14,independent,5.5,16975.31,3240.0,5,4,2,2.0,Old Property,1,0,0,0,0,1,27,"28.4711° N, 77.0454° E",28.4711,77.0454
210,flat,sector 92,sare crescent parc,0.82,5384.11,1523.0,3,3,3+,12.0,Relatively New,0,0,0,0,0,1,0,"28.4079° N, 76.9153° E",28.4079,76.9153
211,flat,sector 37c,imperia the esfera,0.95,5702.28,1578.0,2,2,0,17.0,Under Construction,0,1,0,0,0,1,66,"28.4515° N, 76.9882° E",28.4515,76.9882
213,flat,sector 113,la vida by tata housing,1.32,10344.83,1199.0,2,2,2,3.0,Relatively New,0,0,0,0,0,1,49,"28.5287° N, 77.0233° E",28.5287,77.0233
214,flat,sector 78,umang monsoon breeze,1.15,5284.93,1969.0,3,3,3,9.0,Moderately Old,0,1,0,0,1,1,22,"28.3733° N, 76.9729° E",28.3733,76.9729
215,house,sector 15,independent,1.8,10000.0,1800.0,4,3,1,1.0,Old Property,0,0,0,0,0,1,16,"28.4621° N, 77.0464° E",28.4621,77.0464
216,house,sector 7,independent,0.69,9102.9,758.0,1,1,1,2.0,Old Property,0,0,0,0,0,1,0,"28.4644° N, 77.0143° E",28.4644,77.0143
217,flat,sector 95,ramsons kshitij,0.33,3909.95,694.0,2,2,1,14.0,New Property,0,0,0,0,1,2,79,"28.4172° N, 76.9081° E",28.4172,76.9081
218,flat,sector 102,adani m2k oyster grande,1.8,9528.85,1710.0,3,4,3,17.0,Relatively New,0,1,0,0,0,1,49,"28.4750° N, 76.9715° E",28.475,76.9715
220,house,sector 25,dlf city plots phase 2,15.5,34307.22,4518.0,5,6,3+,3.0,Moderately Old,1,1,1,1,0,1,144,"28.4844° N, 77.0860° E",28.4844,77.086
221,flat,sector 102,shapoorji pallonji joyville gurugram,1.35,14754.1,828.0,2,2,2,10.0,Under Construction,0,0,0,0,0,1,22,"28.4750° N, 76.9715° E",28.475,76.9715
222,flat,sector 1,samadhan shri kamal cghs,2.01,11426.95,1956.0,4,4,3+,10.0,Moderately Old,0,0,0,0,0,0,0,"28.3663° N, 76.9456° E",28.3663,76.9456
223,flat,sector 88a,godrej oasis,1.0,6896.55,1611.0,2,2,3,7.0,Relatively New,1,0,0,0,0,1,72,"28.4347° N, 76.9557° E",28.4347,76.9557
224,flat,sector 107,signature global solera,0.38,6333.33,627.0,2,2,2,3.0,Relatively New,0,0,0,0,0,0,23,"28.5052° N, 76.9729° E",28.5052,76.9729
226,house,sector 25,dlf city plots phase 2,6.3,35000.0,1800.0,4,4,3+,2.0,Old Property,0,1,1,0,0,1,89,"28.4844° N, 77.0860° E",28.4844,77.086
227,flat,sector 111,puri diplomatic greens,3.4,11525.42,2670.0,4,5,3+,14.0,Relatively New,0,1,0,0,0,1,94,"28.5238° N, 77.0320° E",28.5238,77.032
228,house,sector 56,independent,3.25,21494.71,1512.0,5,6,3+,4.0,Relatively New,0,0,0,1,1,2,27,"28.4245° N, 77.0991° E",28.4245,77.0991
229,flat,sector 2,bestech park view residency,0.55,8461.54,588.0,1,1,2,7.0,Moderately Old,0,0,0,0,0,1,31,"28.5095° N, 77.0320° E",28.5095,77.032
230,house,sector 24,independent,3.5,32407.41,1080.0,2,4,3,3.0,Old Property,0,0,0,0,0,1,15,"28.4939° N, 77.1038° E",28.4939,77.1038
232,flat,sector 50,ss hibiscus,6.0,12272.45,3982.0,4,3,3,5.0,Moderately Old,0,1,0,0,0,1,31,"28.4178° N, 77.0628° E",28.4178,77.0628
233,flat,sector 71,chd avenue,0.82,7081.17,1086.0,2,2,2,6.0,Moderately Old,0,0,0,0,0,1,0,"28.4104° N, 77.0281° E",28.4104,77.0281
235,flat,sector 7,rwa,0.48,6000.0,889.0,3,2,1,1.0,New Property,0,0,0,0,0,1,21,"28.4644° N, 77.0143° E",28.4644,77.0143
236,flat,sector 9,wings apartment,1.2,6666.67,2000.0,4,3,2,4.0,Moderately Old,0,0,0,0,0,2,23,"28.4603° N, 77.0000° E",28.4603,77.0
237,flat,sector 37d,ramprastha the edge towers,0.8,5797.1,1300.0,2,2,3,2.0,Relatively New,0,0,0,0,0,1,78,"28.4478° N, 76.9703° E",28.4478,76.9703
238,house,sector 4,independent,0.67,9795.32,76.0,3,3,2,2.0,Relatively New,0,0,0,0,1,1,7,"28.4738° N, 77.0107° E",28.4738,77.0107
241,house,sector 57,ansals florence villa,6.0,22222.22,2700.0,4,5,2,2.0,Old Property,0,1,0,1,0,2,20,"28.4232° N, 77.0752° E",28.4232,77.0752
242,flat,sector 33,central park flower valley aqua front towers,2.0,11179.43,1619.0,3,3,3+,8.0,New Property,0,0,0,0,0,1,23,"28.4420° N, 77.0207° E",28.442,77.0207
243,flat,sector 108,experion the heartsong,1.6,7988.02,1500.29,3,4,3+,3.0,Relatively New,0,1,0,0,0,2,60,"28.5134° N, 76.9830° E",28.5134,76.983
244,house,sector 43,independent,1.9,3909.47,60.0,3,3,3+,3.0,Old Property,0,0,0,0,0,0,0,"28.4629° N, 77.0772° E",28.4629,77.0772
245,flat,sector 50,the close north,2.65,10685.48,2470.0,3,4,3+,6.0,Moderately Old,0,1,0,0,0,2,174,"28.4178° N, 77.0628° E",28.4178,77.0628
246,flat,sector 24,dlf city plots phase 3,6.5,18571.43,3889.0,4,5,3+,3.0,New Property,0,1,0,0,0,0,42,"28.4939° N, 77.1038° E",28.4939,77.1038
247,flat,sector 86,microtek greenburg,1.25,8445.95,1339.0,3,4,3,0.0,Relatively New,1,0,0,0,0,1,49,"28.3986° N, 76.9384° E",28.3986,76.9384
248,flat,sector 89,smart world gems,1.3,9135.63,1581.0,3,3,2,2.0,New Property,1,0,0,0,0,1,44,"28.4253° N, 76.9439° E",28.4253,76.9439
249,house,sector 8,independent,0.62,11272.73,550.0,3,1,0,2.0,Moderately Old,0,0,0,0,0,1,0,"28.3738° N, 76.8970° E",28.3738,76.897
250,flat,sector 99a,pareena coban residences,1.45,7260.89,1807.0,3,5,3,11.0,Relatively New,0,1,0,0,1,2,49,"28.4561° N, 76.9542° E",28.4561,76.9542
251,flat,gwal pahari,valley view estate,1.5,7488.77,1850.0,4,4,3+,10.0,Moderately Old,0,0,0,0,0,1,58,"28.4484° N, 77.0210° E",28.4484,77.021
252,house,sector 105,independent,0.37,8222.22,450.0,2,2,1,1.0,Moderately Old,0,0,0,0,1,1,0,"28.4952° N, 77.0114° E",28.4952,77.0114
253,flat,sector 67,m3m merlin,2.9,14167.07,2047.0,3,3,3,0.0,Relatively New,0,0,0,0,1,2,49,"28.3859° N, 77.0608° E",28.3859,77.0608
255,flat,sector 81,bestech park view grand spa,4.5,10714.29,3801.0,4,6,3+,17.0,Relatively New,0,1,0,0,0,2,44,"28.3867° N, 76.9485° E",28.3867,76.9485
256,house,sector 7,independent,0.45,5000.0,1000.0,3,2,0,1.0,Old Property,0,0,0,0,0,1,0,"28.4644° N, 77.0143° E",28.4644,77.0143
258,house,sector 56,independent,2.99,20634.92,1449.0,4,4,2,2.0,Moderately Old,1,1,0,1,0,2,49,"28.4245° N, 77.0991° E",28.4245,77.0991
261,flat,sector 99,vatika sovereign park,2.45,8812.95,2516.0,3,4,3,1.0,New Property,0,1,0,0,0,2,165,"28.4640° N, 76.9614° E",28.464,76.9614
262,flat,sector 92,sare green parc 2,0.75,4743.83,1415.0,3,3,3,2.0,Relatively New,0,0,0,0,1,2,49,"28.4079° N, 76.9153° E",28.4079,76.9153
263,house,sector 14,sector 14 rwa,5.51,16990.44,3249.0,3,3,2,4.0,Moderately Old,0,0,0,0,0,1,14,"28.4711° N, 77.0454° E",28.4711,77.0454
264,flat,sector 93,signature global orchard avenue,0.4,5479.45,730.0,2,2,0,0.0,Relatively New,0,0,0,0,0,1,0,"28.4153° N, 76.9326° E",28.4153,76.9326
265,flat,sector 61,smart world orchard,1.47,12782.61,1278.0,2,2,2,4.0,New Property,1,0,0,1,0,1,53,"28.4050° N, 77.0963° E",28.405,77.0963
266,house,sector 8,independent,1.6,3185.98,558.0,4,6,1,3.0,Relatively New,0,0,0,0,0,1,0,"28.3738° N, 76.8970° E",28.3738,76.897
267,flat,sector 106,paras dews,0.88,6353.79,1120.0,2,2,3+,3.0,Relatively New,0,0,0,0,0,1,49,"28.5007° N, 77.0003° E",28.5007,77.0003
268,house,sector 43,independent,5.75,23662.55,2430.0,4,4,2,4.0,Under Construction,0,1,1,0,0,0,153,"28.4629° N, 77.0772° E",28.4629,77.0772
269,house,sector 47,malibu towne,1.15,4646.46,275.0,3,3,3,2.0,Old Property,0,0,0,0,0,2,33,"28.4276° N, 77.0492° E",28.4276,77.0492
270,house,sector 54,suncity township,25.0,31110.0,8036.0,4,4,3+,2.0,Moderately Old,1,1,1,1,0,1,0,"28.4348° N, 77.1089° E",28.4348,77.1089
271,flat,sector 69,tulip violet,1.68,8349.9,1819.0,4,4,2,1.0,Relatively New,0,0,0,1,0,1,102,"28.3966° N, 77.0341° E",28.3966,77.0341
272,flat,sector 72,spaze privy,1.9,9620.25,1975.0,3,3,3,10.0,Relatively New,0,0,0,0,0,1,0,"28.4225° N, 77.0211° E",28.4225,77.0211
274,flat,sector 107,signature global solera,0.6,8000.0,750.0,3,2,2,8.0,Relatively New,0,0,0,0,0,1,55,"28.5052° N, 76.9729° E",28.5052,76.9729
275,flat,sector 33,godrej nature plus,1.25,9025.27,1385.0,2,2,3,17.0,Under Construction,0,0,0,0,0,1,56,"28.4420° N, 77.0207° E",28.442,77.0207
278,flat,sector 95,sidhartha ncr greens,0.96,6201.55,1720.0,3,3,3,8.0,New Property,0,0,1,1,0,1,8,"28.4172° N, 76.9081° E",28.4172,76.9081
279,flat,sector 43,dlf the icon,6.0,26086.96,2556.0,4,4,3+,18.0,Old Property,0,1,0,0,0,2,150,"28.4629° N, 77.0772° E",28.4629,77.0772
280,house,sector 2,ansals palam vihar,5.0,12500.0,4000.0,6,4,0,3.0,Moderately Old,0,0,0,0,0,1,0,"28.5095° N, 77.0320° E",28.5095,77.032
281,flat,sector 108,sobha city,3.95,16858.73,2343.0,3,5,2,15.0,New Property,0,1,0,0,0,1,118,"28.5134° N, 76.9830° E",28.5134,76.983
282,flat,sector 81,vipul lavanya,0.6,6666.67,814.0,2,2,1,0.0,Under Construction,0,0,0,0,0,1,0,"28.3867° N, 76.9485° E",28.3867,76.9485
283,house,sector 3,independent,1.5,10288.07,210.0,3,3,0,2.0,Old Property,0,0,0,0,0,1,0,"28.4909° N, 77.0176° E",28.4909,77.0176
284,house,sector 4,grover homes sec 4,4.75,9374.38,5067.0,5,5,1,1.0,Old Property,1,1,0,1,0,2,35,"28.4738° N, 77.0107° E",28.4738,77.0107
285,house,sector 50,unitech south city,5.88,27222.22,2160.0,3,9,3+,3.0,Relatively New,1,1,0,1,1,0,128,"28.4178° N, 77.0628° E",28.4178,77.0628
286,flat,sector 102,conscient heritage max,1.82,9371.78,1757.0,3,4,3+,15.0,Moderately Old,0,1,0,0,0,1,125,"28.4750° N, 76.9715° E",28.475,76.9715
287,flat,sector 69,tulip violet,1.76,8756.22,1819.0,4,4,2,6.0,Relatively New,0,0,0,0,0,1,108,"28.3966° N, 77.0341° E",28.3966,77.0341
288,flat,sector 69,tulip violet,1.4,8928.57,1376.0,3,3,1,12.0,Relatively New,0,0,0,1,0,1,174,"28.3966° N, 77.0341° E",28.3966,77.0341
289,flat,sector 109,ats tourmaline,2.3,8897.49,2339.0,3,4,3+,10.0,New Property,0,1,0,0,1,1,74,"28.5073° N, 77.0089° E",28.5073,77.0089
290,house,sector 109,international city by sobha phase 2,6.25,11574.07,5400.0,4,4,3+,2.0,Relatively New,0,1,0,0,0,1,138,"28.5073° N, 77.0089° E",28.5073,77.0089
291,flat,sector 65,m3m golfestate,5.0,16666.67,3245.0,3,3,3,2.0,Relatively New,0,1,0,0,0,2,174,"28.4030° N, 77.0690° E",28.403,77.069
292,flat,sector 79,supertech araville,1.35,9000.0,1350.0,2,2,3,6.0,New Property,1,0,0,0,1,2,88,"28.3624° N, 76.9787° E",28.3624,76.9787
293,flat,sector 102,emaar gurgaon greens,1.3,7878.79,1388.0,3,3,3,7.0,Relatively New,0,1,0,0,0,1,93,"28.4750° N, 76.9715° E",28.475,76.9715
294,house,sector 50,unitech espace,10.3,31790.12,3240.0,5,6,3+,3.0,Moderately Old,1,1,1,1,0,2,160,"28.4178° N, 77.0628° E",28.4178,77.0628
295,flat,sector 67,m3m one key resiments,0.8,13114.75,610.0,1,1,0,0.0,Relatively New,0,0,0,0,0,1,0,"28.3859° N, 77.0608° E",28.3859,77.0608
296,flat,manesar,the crew bos chs manesar,0.85,3695.65,2556.0,3,3,2,2.0,Moderately Old,0,0,0,0,0,1,44,"28.3515° N, 76.9428° E",28.3515,76.9428
297,house,sector 50,unitech escape,12.0,37037.04,3240.0,5,6,3+,3.0,Moderately Old,0,0,0,0,0,1,66,"28.4178° N, 77.0628° E",28.4178,77.0628
298,house,sector 106,godrej meridien,5.6,14000.0,4000.0,5,4,3+,33.0,New Property,1,1,1,1,0,1,151,"28.5007° N, 77.0003° E",28.5007,77.0003
299,flat,sector 82,mapsko royale ville,1.22,7176.47,2000.0,3,5,3+,10.0,Relatively New,0,1,0,1,0,2,76,"28.3935° N, 76.9600° E",28.3935,76.96
300,flat,sector 53,parsvnath exotica,4.8,14678.9,2895.0,3,4,3+,12.0,New Property,0,0,0,0,0,1,69,"28.4433° N, 77.0948° E",28.4433,77.0948
301,flat,sector 102,shapoorji pallonji joyville gurugram,1.75,9449.24,1465.0,3,3,3,10.0,Relatively New,1,1,0,1,1,1,49,"28.4750° N, 76.9715° E",28.475,76.9715
302,flat,sector 25,dlf belvedere towers,3.7,17619.05,2333.0,4,4,3,18.0,Old Property,0,1,0,0,0,2,26,"28.4844° N, 77.0860° E",28.4844,77.086
303,flat,sector 95,rof ananda,0.31,5646.63,610.0,2,2,1,5.0,Relatively New,0,0,0,1,0,2,74,"28.4172° N, 76.9081° E",28.4172,76.9081
305,flat,sector 90,dlf regal gardens,1.23,7052.75,1578.0,3,3,2,19.0,Relatively New,0,0,0,0,1,1,6,"28.4085° N, 76.9369° E",28.4085,76.9369
306,flat,sector 108,experion the heartsong,0.97,9238.1,1167.0,2,2,3,10.0,Relatively New,0,1,0,0,0,1,165,"28.5134° N, 76.9830° E",28.5134,76.983
307,flat,sector 43,dlf royalton tower,6.5,22108.84,2661.0,4,5,2,8.0,Relatively New,0,1,0,0,0,1,15,"28.4629° N, 77.0772° E",28.4629,77.0772
308,flat,sector 104,puri emerald bay,1.5,9677.42,1403.0,2,2,2,7.0,Under Construction,0,0,0,0,1,1,43,"28.4788° N, 76.9960° E",28.4788,76.996
309,flat,sector 104,godrej summit,0.85,6893.76,1611.0,2,2,3,12.0,Relatively New,1,0,0,0,1,1,61,"28.4788° N, 76.9960° E",28.4788,76.996
310,flat,sector 107,signature global solera 2,0.37,6678.7,615.0,2,2,2,9.0,New Property,0,0,0,0,0,1,23,"28.5052° N, 76.9729° E",28.5052,76.9729
311,flat,sector 37c,corona optus,1.27,7232.35,1595.0,3,3,3,2.0,Relatively New,0,0,0,0,1,1,49,"28.4515° N, 76.9882° E",28.4515,76.9882
312,flat,sector 99a,laxmi pareena,0.3,6666.67,500.0,2,1,0,12.0,Relatively New,0,0,0,0,0,1,0,"28.4561° N, 76.9542° E",28.4561,76.9542
314,flat,sector 85,ss the leaf,2.15,8928.57,2179.0,3,5,3,2.0,New Property,0,0,0,0,0,1,53,"28.4042° N, 76.9513° E",28.4042,76.9513
315,flat,sector 81,dlf the ultima,3.45,12012.53,2599.0,4,4,3+,10.0,New Property,0,1,0,0,0,0,165,"28.3867° N, 76.9485° E",28.3867,76.9485
316,flat,sector 104,zara aavaas,0.4,7029.88,514.0,2,2,1,4.0,Relatively New,0,0,0,0,0,1,52,"28.4788° N, 76.9960° E",28.4788,76.996
320,flat,sector 103,indiabulls centrum park,1.65,8250.0,1683.0,3,3,3+,15.0,Relatively New,1,0,0,0,0,1,38,"28.4949° N, 76.9845° E",28.4949,76.9845
321,flat,sector 79,m3m golfestate,1.4,10000.0,1556.0,2,2,2,4.0,Relatively New,1,1,1,0,0,0,83,"28.3624° N, 76.9787° E",28.3624,76.9787
322,flat,sector 79,bestech altura,1.72,8000.0,1695.0,3,4,3+,5.0,Relatively New,0,1,0,0,0,1,174,"28.3624° N, 76.9787° E",28.3624,76.9787
323,flat,sector 67a,4s aradhya homes,1.9,8861.94,1991.0,4,4,3,3.0,New Property,0,0,0,0,0,2,62,"28.3960° N, 77.0372° E",28.396,77.0372
324,flat,sector 43,sanskriti apartments,2.5,13513.51,1674.0,3,2,3,5.0,Old Property,1,0,0,0,0,1,0,"28.4629° N, 77.0772° E",28.4629,77.0772
325,flat,sector 102,adani m2k oyster grande,2.35,8468.47,2351.0,3,3,3,14.0,Relatively New,1,1,0,0,0,2,165,"28.4750° N, 76.9715° E",28.475,76.9715
326,house,sector 24,independent,10.0,25542.78,3915.0,8,10,3+,1.0,Old Property,0,0,0,0,0,1,0,"28.4939° N, 77.1038° E",28.4939,77.1038
327,house,sector 25,dlf city plots phase 2,10.55,39074.07,2700.0,5,6,3+,3.0,Moderately Old,1,1,1,1,0,1,131,"28.4844° N, 77.0860° E",28.4844,77.086
328,house,sector 23,independent,2.8,17983.3,1557.0,5,5,3+,2.0,Old Property,0,0,0,1,0,2,74,"28.5121° N, 77.0478° E",28.5121,77.0478
329,flat,sector 92,parkwood westend,0.7,5204.46,1217.0,2,2,3,5.0,Under Construction,1,0,0,0,0,1,0,"28.4079° N, 76.9153° E",28.4079,76.9153
330,flat,sector 104,puri emerald bay,2.3,9387.76,2217.0,3,4,3+,10.0,Moderately Old,0,1,0,0,0,1,101,"28.4788° N, 76.9960° E",28.4788,76.996
331,house,sector 12,independent,1.35,12217.19,2052.0,2,5,1,3.0,Old Property,0,0,0,0,0,1,31,"28.4723° N, 77.0320° E",28.4723,77.032
332,flat,sector 103,signature global grand iva,0.23,6534.09,400.0,1,1,1,4.0,Relatively New,0,0,0,0,0,1,23,"28.4949° N, 76.9845° E",28.4949,76.9845
333,flat,sector 33,godrej nature plus,1.27,9182.94,1252.0,2,2,3+,9.0,Under Construction,0,0,0,0,0,1,38,"28.4420° N, 77.0207° E",28.442,77.0207
334,flat,sector 85,ss the leaf,2.2,11178.86,2390.0,4,5,3+,4.0,Relatively New,0,1,0,1,0,1,174,"28.4042° N, 76.9513° E",28.4042,76.9513
335,house,sector 57,independent,3.5,21604.94,1620.0,4,4,3+,3.0,Old Property,0,0,1,0,0,2,67,"28.4232° N, 77.0752° E",28.4232,77.0752
336,flat,sector 104,puri emerald bay,1.8,8823.53,1538.0,2,3,3,23.0,New Property,0,1,0,0,0,1,36,"28.4788° N, 76.9960° E",28.4788,76.996
337,house,sector 7,independent,3.0,11494.25,2610.0,7,7,0,3.0,Old Property,0,0,0,0,0,1,0,"28.4644° N, 77.0143° E",28.4644,77.0143
338,flat,sector 37,dlf 76,4.0,11428.57,3889.0,4,4,2,4.0,Under Construction,1,1,0,0,0,2,101,"28.4375° N, 76.9999° E",28.4375,76.9999
339,flat,sector 33,ashiana anmol,1.1,8627.45,1275.0,2,2,2,4.0,Under Construction,0,0,0,0,0,1,0,"28.4420° N, 77.0207° E",28.442,77.0207
340,flat,sector 48,central park resort belgravia residences,6.25,24300.16,3200.0,3,5,3+,5.0,Moderately Old,0,1,0,0,0,2,49,"28.4177° N, 77.0359° E",28.4177,77.0359
341,flat,sector 90,dlf regal gardens,1.78,8036.12,2000.0,4,4,3+,8.0,Relatively New,0,0,0,0,0,1,126,"28.4085° N, 76.9369° E",28.4085,76.9369
342,house,sector 26,independent,18.25,18250.0,11111.0,7,9,3+,4.0,Relatively New,1,1,1,1,0,2,77,"28.4757° N, 77.1032° E",28.4757,77.1032
343,flat,sector 71,signature andour heights,0.37,8222.22,450.0,1,1,2,2.0,Relatively New,0,0,0,0,0,1,65,"28.4104° N, 77.0281° E",28.4104,77.0281
344,flat,sector 95,sidhartha ncr one,0.56,4105.57,1364.0,2,2,2,10.0,New Property,0,0,0,0,0,1,0,"28.4172° N, 76.9081° E",28.4172,76.9081
345,flat,sector 84,antriksh heights,0.54,4459.12,1086.0,2,2,3+,17.0,Relatively New,0,0,0,0,0,1,81,"28.3979° N, 76.9736° E",28.3979,76.9736
346,flat,sector 63a,birla navya,3.15,14630.75,2153.0,3,3,3,4.0,Under Construction,0,0,0,0,1,1,44,"28.3923° N, 77.0888° E",28.3923,77.0888
347,house,sector 2,ansals palam vihar,9.0,19230.77,4680.0,5,5,2,2.0,Old Property,1,1,1,1,0,0,110,"28.5095° N, 77.0320° E",28.5095,77.032
348,flat,sector 60,ireo skyon,3.0,12484.39,2400.0,3,3,3,5.0,Relatively New,0,1,0,0,0,2,174,"28.4003° N, 77.0975° E",28.4003,77.0975
349,flat,sector 37c,imperia the esfera,0.86,5449.94,1442.0,2,3,3,9.0,Relatively New,1,0,0,0,1,1,49,"28.4515° N, 76.9882° E",28.4515,76.9882
350,flat,sector 37c,imperia aashiyara,0.4,5882.35,756.0,2,2,3,3.0,Under Construction,0,0,0,0,0,1,126,"28.4515° N, 76.9882° E",28.4515,76.9882
