property_type,sector,price,built_up_area,bedRoom,bathroom,balcony,agePossession,study room,servant room,store room,pooja room,others,furnishing_type,luxury_category,floor_category
flat,sector 108,3.95,2343.0,3,5,2,New Property,0,1,0,0,0,1,Medium,High Floor
flat,sector 81,0.6,814.0,2,2,1,Under Construction,0,0,0,0,0,1,Low,
house,sector 3,1.5,210.0,3,3,0,Old Property,0,0,0,0,0,1,Low,Low Floor
house,sector 4,4.75,5067.0,5,5,1,Old Property,1,1,0,1,0,2,Low,Low Floor
house,sector 50,5.88,2160.0,3,9,3+,Relatively New,1,1,0,1,1,0,Medium,Mid Floor
flat,sector 102,1.82,1757.0,3,4,3+,Moderately Old,0,1,0,0,0,1,Medium,High Floor
flat,sector 69,1.76,1819.0,4,4,2,Relatively New,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 69,1.4,1376.0,3,3,1,Relatively New,0,0,0,1,0,1,High,High Floor
flat,sector 109,2.3,2339.0,3,4,3+,New Property,0,1,0,0,1,1,Medium,Mid Floor
house,sector 109,6.25,5400.0,4,4,3+,Relatively New,0,1,0,0,0,1,Medium,Low Floor
flat,sector 65,5.0,3245.0,3,3,3,Relatively New,0,1,0,0,0,2,High,Low Floor
flat,sector 79,1.35,1350.0,2,2,3,New Property,1,0,0,0,1,2,Medium,Mid Floor
flat,sector 102,1.3,1388.0,3,3,3,Relatively New,0,1,0,0,0,1,Medium,Mid Floor
house,sector 50,10.3,3240.0,5,6,3+,Moderately Old,1,1,1,1,0,2,High,Mid Floor
flat,sector 67,0.8,610.0,1,1,0,Relatively New,0,0,0,0,0,1,Low,
flat,manesar,0.85,2556.0,3,3,2,Moderately Old,0,0,0,0,0,1,Low,Low Floor
house,sector 50,12.0,3240.0,5,6,3+,Moderately Old,0,0,0,0,0,1,Medium,Mid Floor
house,sector 106,5.6,4000.0,5,4,3+,New Property,1,1,1,1,0,1,High,High Floor
flat,sector 82,1.22,2000.0,3,5,3+,Relatively New,0,1,0,1,0,2,Medium,Mid Floor
flat,sector 53,4.8,2895.0,3,4,3+,New Property,0,0,0,0,0,1,Medium,High Floor
flat,sector 102,1.75,1465.0,3,3,3,Relatively New,1,1,0,1,1,1,Low,Mid Floor
flat,sector 25,3.7,2333.0,4,4,3,Old Property,0,1,0,0,0,2,Low,High Floor
flat,sector 95,0.31,610.0,2,2,1,Relatively New,0,0,0,1,0,2,Medium,Mid Floor
flat,sector 90,1.23,1578.0,3,3,2,Relatively New,0,0,0,0,1,1,Low,High Floor
flat,sector 108,0.97,1167.0,2,2,3,Relatively New,0,1,0,0,0,1,High,Mid Floor
flat,sector 43,6.5,2661.0,4,5,2,Relatively New,0,1,0,0,0,1,Low,Mid Floor
flat,sector 104,1.5,1403.0,2,2,2,Under Construction,0,0,0,0,1,1,Low,Mid Floor
flat,sector 104,0.85,1611.0,2,2,3,Relatively New,1,0,0,0,1,1,Medium,High Floor
flat,sector 107,0.37,615.0,2,2,2,New Property,0,0,0,0,0,1,Low,Mid Floor
flat,sector 37c,1.27,1595.0,3,3,3,Relatively New,0,0,0,0,1,1,Low,Low Floor
flat,sector 99a,0.3,500.0,2,1,0,Relatively New,0,0,0,0,0,1,Low,High Floor
flat,sector 85,2.15,2179.0,3,5,3,New Property,0,0,0,0,0,1,Medium,Low Floor
flat,sector 81,3.45,2599.0,4,4,3+,New Property,0,1,0,0,0,0,High,Mid Floor
flat,sector 104,0.4,514.0,2,2,1,Relatively New,0,0,0,0,0,1,Medium,Mid Floor
flat,sohna road,0.55,828.0,2,2,3,New Property,0,0,0,0,0,1,Medium,Mid Floor
flat,sohna road,0.53,939.0,2,2,2,Relatively New,0,0,0,1,0,1,High,Low Floor
flat,sohna road,1.14,1382.0,3,3,3+,Relatively New,0,0,0,0,0,1,High,Mid Floor
flat,sector 103,1.65,1683.0,3,3,3+,Relatively New,1,0,0,0,0,1,Low,High Floor
flat,sector 79,1.4,1556.0,2,2,2,Relatively New,1,1,1,0,0,0,Medium,Mid Floor
flat,sector 79,1.72,1695.0,3,4,3+,Relatively New,0,1,0,0,0,1,High,Mid Floor
flat,sector 67a,1.9,1991.0,4,4,3,New Property,0,0,0,0,0,2,Medium,Mid Floor
flat,sector 43,2.5,1674.0,3,2,3,Old Property,1,0,0,0,0,1,Low,Mid Floor
flat,sector 102,2.35,2351.0,3,3,3,Relatively New,1,1,0,0,0,2,High,High Floor
house,sector 24,10.0,3915.0,8,10,3+,Old Property,0,0,0,0,0,1,Low,Low Floor
house,sector 25,10.55,2700.0,5,6,3+,Moderately Old,1,1,1,1,0,1,Medium,Mid Floor
house,sector 23,2.8,1557.0,5,5,3+,Old Property,0,0,0,1,0,2,Medium,Low Floor
flat,sector 92,0.7,1217.0,2,2,3,Under Construction,1,0,0,0,0,1,Low,Mid Floor
flat,sector 104,2.3,2217.0,3,4,3+,Moderately Old,0,1,0,0,0,1,Medium,Mid Floor
house,sector 12,1.35,2052.0,2,5,1,Old Property,0,0,0,0,0,1,Low,Mid Floor
flat,sector 103,0.23,400.0,1,1,1,Relatively New,0,0,0,0,0,1,Low,Mid Floor
flat,sector 33,1.27,1252.0,2,2,3+,Under Construction,0,0,0,0,0,1,Low,Mid Floor
flat,sector 85,2.2,2390.0,4,5,3+,Relatively New,0,1,0,1,0,1,High,Mid Floor
house,sector 57,3.5,1620.0,4,4,3+,Old Property,0,0,1,0,0,2,Medium,Mid Floor
flat,sector 104,1.8,1538.0,2,3,3,New Property,0,1,0,0,0,1,Low,High Floor
house,sector 7,3.0,2610.0,7,7,0,Old Property,0,0,0,0,0,1,Low,Mid Floor
flat,sector 37,4.0,3889.0,4,4,2,Under Construction,1,1,0,0,0,2,Medium,Mid Floor
flat,sector 33,1.1,1275.0,2,2,2,Under Construction,0,0,0,0,0,1,Low,Mid Floor
flat,sector 48,6.25,3200.0,3,5,3+,Moderately Old,0,1,0,0,0,2,Low,Mid Floor
flat,sector 90,1.78,2000.0,4,4,3+,Relatively New,0,0,0,0,0,1,Medium,Mid Floor
house,sector 26,18.25,11111.0,7,9,3+,Relatively New,1,1,1,1,0,2,Medium,Mid Floor
flat,sector 71,0.37,450.0,1,1,2,Relatively New,0,0,0,0,0,1,Medium,Low Floor
flat,sector 95,0.56,1364.0,2,2,2,New Property,0,0,0,0,0,1,Low,Mid Floor
flat,sector 84,0.54,1086.0,2,2,3+,Relatively New,0,0,0,0,0,1,Medium,High Floor
flat,sector 63a,3.15,2153.0,3,3,3,Under Construction,0,0,0,0,1,1,Low,Mid Floor
house,sector 2,9.0,4680.0,5,5,2,Old Property,1,1,1,1,0,0,Medium,Low Floor
flat,sector 60,3.0,2400.0,3,3,3,Relatively New,0,1,0,0,0,2,High,Mid Floor
flat,sector 37c,0.86,1442.0,2,3,3,Relatively New,1,0,0,0,1,1,Low,Mid Floor
flat,sector 37c,0.4,756.0,2,2,3,Under Construction,0,0,0,0,0,1,Medium,Mid Floor
house,sector 50,10.56,3240.0,5,5,3,Moderately Old,0,1,0,0,0,1,Low,Mid Floor
flat,manesar,0.85,1508.0,3,2,2,Moderately Old,0,0,0,0,0,1,Low,Mid Floor
house,sector 61,2.01,1549.0,3,3,3,Under Construction,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 62,9.95,3933.0,4,6,3,Relatively New,0,1,0,1,0,2,Medium,High Floor
house,sector 17,3.0,3000.0,4,4,0,Old Property,0,0,0,0,0,1,Low,Low Floor
flat,sector 83,1.1,1588.0,3,3,2,Relatively New,1,0,1,1,0,2,High,Mid Floor
flat,sector 103,0.9,1222.0,2,2,2,Relatively New,0,0,0,0,0,1,Low,Low Floor
flat,sector 86,1.3,944.0,2,3,3,Relatively New,1,0,0,0,0,2,Low,Mid Floor
flat,sector 89,1.71,1423.0,3,2,0,New Property,0,0,0,0,0,1,Low,Mid Floor
flat,sector 113,3.72,2956.0,5,4,3+,New Property,0,0,0,1,0,0,Low,
flat,sector 3 phase 2,0.55,778.0,2,2,1,Relatively New,1,0,0,0,0,2,Medium,Mid Floor
flat,sector 92,0.8,1692.0,3,3,3,Relatively New,1,0,0,0,0,2,Medium,Mid Floor
house,sector 43,2.5,963.0,7,7,3,Relatively New,0,0,0,0,1,2,Low,Mid Floor
flat,sector 65,2.6,1650.0,3,3,3+,Relatively New,0,0,0,0,0,1,Low,Mid Floor
house,sector 82,7.0,3240.0,4,4,3+,Relatively New,1,1,0,1,0,2,Low,Low Floor
flat,sector 36,0.41,654.0,2,2,3,New Property,0,0,0,0,0,1,Low,Mid Floor
flat,sector 109,2.22,1860.0,3,4,3,Relatively New,1,1,1,1,0,1,Low,High Floor
flat,sector 6,0.6,790.0,2,2,0,Relatively New,0,0,0,0,0,2,Low,Low Floor
house,sector 103,2.25,3534.0,3,5,3+,Relatively New,0,0,0,0,0,1,Low,Mid Floor
flat,sector 92,0.65,1240.0,3,2,3,Relatively New,0,0,0,0,0,1,Low,Mid Floor
flat,sohna road,0.78,1319.0,2,2,2,Relatively New,1,0,0,0,0,2,Medium,Mid Floor
flat,sector 81,0.9,1780.0,3,3,0,Relatively New,0,0,0,0,0,1,Low,Mid Floor
flat,sector 69,1.8,1893.0,3,3,3,Under Construction,0,0,0,0,0,1,Low,High Floor
flat,sohna road road,0.69,1350.0,2,2,2,Under Construction,0,0,0,0,0,1,Low,Mid Floor
flat,sector 65,1.42,1010.0,2,2,2,Relatively New,1,0,0,0,0,2,High,Mid Floor
house,sector 70a,5.25,2610.0,5,4,3+,New Property,0,1,0,0,0,2,Low,Mid Floor
flat,sector 82,1.0,1299.0,2,2,2,Relatively New,1,0,0,0,0,2,Medium,High Floor
flat,sector 85,1.08,1200.0,2,2,3,New Property,1,1,1,1,0,2,High,Mid Floor
flat,sector 104,1.1,1148.0,2,2,3,Under Construction,0,0,0,0,1,1,Medium,High Floor
house,sector 54,2.0,60.0,9,9,3,Relatively New,0,1,0,0,0,0,Low,High Floor
house,sector 105,0.55,56.0,2,4,0,Moderately Old,0,0,0,0,0,1,Low,Low Floor
flat,sector 68,1.45,1365.0,3,2,3+,New Property,0,0,0,0,0,1,Low,Mid Floor
house,sector 66,18.0,4500.0,5,6,3+,Relatively New,1,1,1,1,0,0,High,Mid Floor
flat,sector 69,1.8,2200.0,4,5,3+,Relatively New,0,1,0,0,0,1,High,Mid Floor
flat,sector 28,6.2,2000.0,3,4,3+,Relatively New,0,1,0,0,0,2,High,High Floor
flat,sector 99a,0.27,538.0,2,2,1,Relatively New,0,0,0,0,1,1,Low,Mid Floor
flat,sector 65,2.65,1650.0,3,3,3,Relatively New,1,1,0,0,0,1,Low,Mid Floor
flat,sector 85,1.3,1406.0,2,2,3+,Relatively New,0,0,1,0,0,1,Medium,High Floor
flat,sector 14,2.2,1956.0,3,4,3+,Old Property,0,0,0,0,0,1,Low,Mid Floor
flat,sector 95,0.26,422.0,1,1,1,New Property,0,0,0,0,0,1,Low,Mid Floor
flat,dwarka expressway,1.08,1758.0,3,3,0,Under Construction,0,0,0,0,0,1,Low,Low Floor
flat,sector 90,1.17,1630.0,3,3,3,Relatively New,0,0,0,0,0,2,Medium,High Floor
flat,sector 70a,1.25,1402.0,2,2,3,Relatively New,0,0,0,0,0,1,Low,High Floor
flat,sector 67a,1.6,1346.0,3,3,2,New Property,0,0,1,0,0,2,Medium,Mid Floor
house,sector 2,3.65,1557.0,3,9,3+,New Property,0,1,0,1,0,2,Medium,Mid Floor
flat,sector 92,1.1,2350.0,3,2,3,Relatively New,0,0,0,0,0,1,Low,
flat,sector 37c,0.35,850.0,2,2,1,Relatively New,0,0,0,0,0,2,High,Mid Floor
flat,sector 2,0.56,723.0,1,2,2,Moderately Old,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 90,1.65,2214.0,4,4,3+,Relatively New,0,0,0,0,0,1,High,High Floor
flat,sector 37c,0.38,925.0,2,2,1,Relatively New,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 33,0.4,623.0,2,2,2,Under Construction,0,0,0,0,0,1,Low,Mid Floor
flat,sector 67,2.65,2047.0,3,3,3,Relatively New,0,0,0,0,1,2,High,
flat,gwal pahari,5.9,4842.0,4,4,3+,New Property,1,1,1,1,0,2,High,High Floor
house,sector 12,0.38,900.0,3,3,3,Relatively New,0,0,0,0,0,1,Low,Mid Floor
flat,sector 67,3.4,2016.0,3,4,3,Relatively New,0,1,0,0,0,2,High,High Floor
flat,sector 113,1.35,1090.0,2,2,3,New Property,0,0,0,0,0,1,High,Mid Floor
flat,sector 9a,0.95,1403.0,3,3,2,Moderately Old,0,0,0,0,1,1,Low,Mid Floor
flat,sector 65,1.73,1262.0,3,3,3,Relatively New,0,1,0,0,0,0,High,Mid Floor
flat,sector 84,1.48,1624.0,3,3,2,New Property,0,1,1,0,0,2,Medium,Low Floor
flat,sector 113,2.48,1980.0,3,3,3+,New Property,0,1,0,0,0,1,Medium,Mid Floor
house,sector 8,0.32,450.0,2,3,1,Relatively New,0,0,0,0,0,1,Low,Low Floor
flat,sector 68,0.93,1200.0,2,2,2,New Property,0,0,0,0,0,1,Low,High Floor
flat,sector 85,2.2,3920.0,4,6,3,Relatively New,0,1,0,0,0,1,High,Mid Floor
flat,sector 37c,1.1,1899.0,3,4,3,Relatively New,1,1,0,0,0,1,Low,Mid Floor
flat,sector 112,3.75,2536.0,3,5,3+,Relatively New,0,1,0,0,0,2,Low,High Floor
flat,sector 99a,0.35,606.0,2,2,1,Relatively New,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 102,2.2,1945.0,3,4,3+,Moderately Old,1,1,0,0,0,1,Medium,Mid Floor
flat,sector 69,0.75,991.0,2,2,2,Under Construction,0,0,0,0,0,1,Low,Mid Floor
flat,sector 50,2.97,2600.0,3,3,3+,Moderately Old,0,1,0,0,0,2,High,Mid Floor
flat,sector 28,1.91,1278.0,2,2,2,New Property,0,0,0,0,0,0,Medium,High Floor
house,sector 4,0.55,75.0,2,1,1,Moderately Old,0,0,0,0,0,1,Low,Low Floor
flat,sector 113,1.83,1310.0,2,2,0,New Property,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 82,0.8,1383.0,2,2,3,Relatively New,0,0,0,0,0,1,Low,Mid Floor
flat,sector 70a,1.25,1402.0,2,2,2,New Property,0,0,0,0,0,1,Low,High Floor
flat,sector 37d,0.8,860.0,2,2,2,Under Construction,0,0,0,0,0,1,Low,Low Floor
flat,sector 69,1.75,1783.0,4,4,1,Relatively New,0,0,0,0,0,1,Medium,High Floor
flat,sector 88a,1.29,1642.0,3,3,3,New Property,1,0,0,0,1,1,Medium,Mid Floor
flat,sector 33,1.25,1539.0,2,2,3+,Under Construction,0,0,0,0,0,1,Low,High Floor
flat,sector 22,3.99,2796.0,3,5,3+,New Property,0,1,0,0,0,0,Medium,Mid Floor
flat,sector 83,0.98,1300.0,2,2,3,Relatively New,0,0,0,0,0,2,Medium,Mid Floor
house,sector 4,0.67,783.0,3,2,1,Moderately Old,0,0,0,1,1,1,Low,Low Floor
flat,sector 66,3.9,2200.0,3,4,3,Relatively New,0,0,0,0,0,1,Low,Low Floor
flat,sector 69,3.05,2856.0,4,5,3+,Relatively New,0,1,0,0,1,1,Low,High Floor
flat,sector 86,0.87,1231.0,2,2,1,New Property,0,0,0,0,1,2,Low,High Floor
flat,sector 106,0.39,567.0,1,1,1,Relatively New,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 56,0.47,672.0,1,1,1,Old Property,0,0,0,0,0,2,Medium,Mid Floor
flat,sohna road,0.24,378.0,1,1,1,Relatively New,0,0,0,0,0,1,Medium,High Floor
house,sector 26,8.1,2295.0,5,5,2,Old Property,0,0,0,0,0,1,Low,Mid Floor
flat,sector 65,2.35,1650.0,3,3,2,Relatively New,1,1,0,0,0,1,High,Mid Floor
house,sector 57,3.3,1728.0,4,4,2,Moderately Old,0,0,1,0,0,2,Medium,Mid Floor
flat,sector 65,2.35,1833.0,3,3,3,Relatively New,1,1,0,0,0,2,Medium,Mid Floor
flat,manesar,0.9,2233.0,4,4,3,Moderately Old,0,0,0,0,0,1,Low,Mid Floor
flat,sector 70,0.53,991.0,2,2,2,Under Construction,0,0,0,0,1,1,Low,Mid Floor
flat,sector 52,1.45,1800.0,3,3,3+,Relatively New,0,0,0,0,1,2,Medium,Mid Floor
flat,sector 36a,2.2,1338.0,2,2,2,New Property,0,0,0,0,0,1,Low,High Floor
flat,sector 45,2.4,195.0,3,3,2,New Property,0,1,0,0,0,2,Low,Low Floor
flat,sector 62,4.25,1600.0,3,3,3,Under Construction,1,0,0,0,0,1,Low,Mid Floor
flat,sohna road,0.68,916.0,2,2,2,New Property,0,0,0,0,0,1,Medium,Mid Floor
flat,sohna road,0.27,521.0,2,2,2,New Property,0,0,0,0,0,1,Low,Mid Floor
flat,sector 63a,2.0,1540.0,3,3,2,Under Construction,0,0,0,0,0,1,Low,Low Floor
house,sector 46,3.6,1449.0,5,5,3+,Moderately Old,0,1,0,0,0,2,Medium,Mid Floor
house,sector 26,6.0,1800.0,3,5,3+,Old Property,0,0,0,0,0,2,Low,Mid Floor
flat,sector 63a,1.65,978.0,2,2,2,Under Construction,0,0,0,0,0,1,Low,Low Floor
flat,sector 79,2.55,2675.0,4,5,2,New Property,0,1,0,0,0,1,Low,Mid Floor
flat,sector 92,1.12,2322.0,4,4,2,Relatively New,0,1,0,0,0,1,Medium,High Floor
house,sector 26,5.5,1800.0,4,4,3+,Moderately Old,0,0,1,1,0,1,Low,Low Floor
flat,sohna road,1.1,1319.0,2,2,3+,Relatively New,1,0,0,0,1,2,Low,High Floor
flat,sector 91,1.8,2604.0,4,4,3+,Moderately Old,0,1,0,1,0,1,Medium,Mid Floor
house,sector 48,7.25,2592.0,3,4,2,Moderately Old,1,1,1,1,0,2,Medium,Low Floor
house,sector 2,0.7,900.0,1,1,0,Moderately Old,0,0,0,0,0,1,Low,Low Floor
flat,sector 37c,0.95,1179.0,2,2,3+,Relatively New,0,0,1,1,0,2,Medium,High Floor
flat,sector 53,5.0,2500.0,3,4,3+,Relatively New,0,1,0,1,1,2,Low,Mid Floor
flat,sector 99a,0.35,606.0,2,2,1,Relatively New,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 90,1.25,1700.0,3,3,3+,Relatively New,0,1,0,1,0,1,Medium,High Floor
flat,sector 104,1.73,2072.0,3,4,3+,Relatively New,0,1,0,0,0,1,High,High Floor
flat,sector 66,2.99,2000.0,3,3,3,Relatively New,0,1,0,0,0,2,Low,Mid Floor
flat,sector 52,1.76,2199.0,4,4,3+,New Property,0,0,0,0,0,1,Low,High Floor
house,sector 43,8.49,2700.0,3,3,2,Relatively New,0,1,0,1,0,2,Low,Mid Floor
flat,sector 48,3.45,1869.0,3,3,3,Moderately Old,0,0,0,0,0,1,Low,High Floor
flat,sector 37c,0.4,667.0,2,2,2,New Property,0,0,0,0,0,1,Low,Mid Floor
flat,sector 84,1.52,1703.0,3,4,3,Relatively New,0,1,0,0,0,1,Medium,High Floor
flat,sector 70,1.5,1527.0,3,5,3,Relatively New,0,1,0,0,0,2,High,Mid Floor
flat,sector 81,0.48,613.0,2,2,1,Relatively New,0,0,0,0,0,2,Medium,Mid Floor
flat,sector 113,2.33,2098.0,3,3,3,New Property,0,1,0,0,0,1,High,Mid Floor
flat,sohna road,0.25,535.0,2,2,1,Relatively New,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 90,0.92,2167.0,3,3,2,Relatively New,1,0,0,0,0,2,Low,Mid Floor
flat,sector 95,0.48,744.0,2,2,2,Relatively New,0,0,0,0,0,1,Low,Mid Floor
house,sector 23,5.1,3078.0,3,2,0,Old Property,0,0,0,0,1,1,Low,Low Floor
flat,sector 67,2.72,2250.0,4,4,3+,Relatively New,0,1,0,1,0,2,Medium,
flat,sector 65,1.95,1556.0,3,3,3+,New Property,0,0,1,0,0,2,Medium,Low Floor
flat,sector 85,1.93,2400.0,3,4,3,Relatively New,0,1,0,0,0,1,High,Mid Floor
flat,sector 81,0.5,704.0,2,2,1,New Property,0,0,0,0,0,0,Medium,High Floor
flat,sector 81,0.6,1000.0,2,2,1,Relatively New,0,0,0,0,0,1,Low,
flat,sector 31,5.5,2663.0,4,5,3+,Relatively New,1,1,0,1,0,1,Medium,Low Floor
flat,sector 69,2.0,2186.0,4,4,1,Relatively New,0,0,0,0,0,1,Medium,High Floor
flat,sector 37d,1.95,1650.0,4,3,3,Under Construction,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 90,1.25,1578.0,3,3,2,Relatively New,0,0,0,0,1,1,Low,High Floor
flat,sector 33,2.5,2093.0,3,3,2,Under Construction,0,0,0,0,0,1,Medium,Low Floor
flat,sector 102,1.1,915.0,2,2,1,Relatively New,0,0,0,0,0,1,Low,Mid Floor
flat,sector 81,2.3,1825.0,3,4,3+,Relatively New,0,1,0,0,0,2,Medium,High Floor
flat,sector 67a,2.0,1346.0,3,3,2,Under Construction,0,0,0,0,1,1,Low,Mid Floor
flat,sector 84,0.34,537.0,2,2,1,Relatively New,0,0,1,0,0,2,Medium,Low Floor
house,sector 49,1.6,60.0,4,4,3,New Property,0,0,0,0,0,2,Low,Mid Floor
flat,sector 90,1.6,2139.0,4,4,3+,Relatively New,0,1,0,1,0,1,Medium,Mid Floor
flat,sector 106,1.05,1345.0,3,4,3+,Relatively New,0,1,0,0,0,1,High,Mid Floor
house,sector 53,4.65,2646.0,5,5,3+,Moderately Old,0,0,0,0,0,2,Low,Low Floor
house,sector 25,11.0,3096.0,5,5,3+,Relatively New,1,1,1,1,0,1,Low,Low Floor
flat,sector 74,2.2,1826.0,3,3,3,New Property,1,0,0,0,0,2,Low,High Floor
flat,sector 70,1.1,1350.0,3,2,2,Relatively New,0,0,0,0,0,1,Low,Mid Floor
flat,sector 61,3.6,2580.0,4,4,3,Moderately Old,0,1,0,0,0,2,Medium,Mid Floor
flat,sector 95,0.92,1750.0,3,3,3+,New Property,0,0,0,0,0,1,Low,High Floor
flat,sector 37c,1.05,1500.0,3,3,3,New Property,0,0,0,0,0,2,Low,Mid Floor
flat,sector 63,0.88,804.0,1,1,2,New Property,0,0,0,0,0,1,Low,Mid Floor
flat,gwal pahari,1.45,1430.0,3,3,3,Under Construction,0,0,0,0,0,1,Low,Mid Floor
house,sector 109,5.9,2430.0,4,5,2,Relatively New,0,1,0,0,0,2,Medium,Low Floor
flat,sector 85,1.87,2225.0,3,4,3,Relatively New,0,0,0,0,0,1,Low,Mid Floor
flat,sector 33,2.2,1900.0,3,3,3,New Property,0,1,0,0,0,2,Low,High Floor
flat,sector 56,1.54,1920.0,3,3,2,Old Property,0,1,0,1,0,2,Medium,Mid Floor
flat,sector 83,1.12,1200.0,3,3,2,Relatively New,1,1,1,1,0,2,High,Mid Floor
flat,sector 79,1.65,1815.0,3,3,0,Relatively New,0,0,0,0,0,1,Low,High Floor
flat,manesar,0.9,1900.0,3,3,3+,Moderately Old,0,1,0,0,0,1,Low,Mid Floor
flat,sector 84,1.2,1149.0,2,2,1,Relatively New,0,0,0,0,0,1,Low,Mid Floor
flat,sector 68,1.0,1311.0,2,2,2,New Property,0,0,0,0,0,1,Medium,High Floor
flat,sector 82a,2.7,2576.0,4,4,3+,Moderately Old,0,1,0,0,0,1,Low,High Floor
flat,sector 69,1.36,1291.0,3,3,1,Relatively New,0,0,0,1,0,1,Medium,High Floor
flat,sector 111,2.58,2200.0,3,4,2,Relatively New,0,1,0,0,0,1,Medium,Mid Floor
house,sector 43,5.5,2850.0,8,7,3+,Moderately Old,1,1,0,1,1,2,Medium,Mid Floor
flat,sector 37c,1.44,2211.0,3,3,3+,New Property,0,1,0,0,0,1,Low,Mid Floor
flat,sector 107,0.3,544.0,2,2,1,Relatively New,0,0,0,0,0,1,Medium,Mid Floor
house,sector 26,12.5,3240.0,5,5,3+,Old Property,1,1,1,1,0,2,Medium,Low Floor
house,sector 70a,0.92,1319.0,2,3,3+,New Property,0,0,0,0,1,1,High,Mid Floor
house,sector 38,4.3,1494.0,3,9,3+,Relatively New,0,0,0,1,1,2,Low,Mid Floor
flat,sector 65,3.0,1975.0,4,4,3+,Relatively New,0,1,0,0,0,1,Medium,Low Floor
flat,sector 70a,1.1,1312.0,2,2,3+,New Property,0,0,0,0,0,1,Medium,Mid Floor
house,sohna road road,6.25,9000.0,3,3,0,Moderately Old,0,0,0,0,0,1,Low,Low Floor
flat,sector 70,0.53,991.0,2,2,2,Under Construction,0,0,0,0,1,1,Low,Mid Floor
house,sector 26,8.9,2700.0,4,4,3+,Old Property,1,1,1,1,0,1,Medium,Low Floor
flat,sector 81,2.35,1558.0,3,4,3+,Relatively New,0,1,0,0,0,1,Medium,High Floor
flat,sector 36a,0.75,856.0,2,2,2,Relatively New,0,0,0,0,0,1,Low,Mid Floor
flat,sector 104,0.98,1490.0,3,3,3,Relatively New,0,0,0,0,1,1,Medium,High Floor
flat,sector 88a,1.75,1306.0,3,3,3+,New Property,0,0,0,0,0,1,Medium,Mid Floor
flat,gwal pahari,1.5,2013.0,4,4,3+,Old Property,1,1,0,0,1,1,Medium,Mid Floor
flat,sector 49,2.51,2061.0,3,3,3+,Old Property,1,0,0,0,0,2,Medium,Mid Floor
flat,sector 85,0.67,1250.0,2,2,2,Relatively New,0,0,0,0,1,2,High,Mid Floor
flat,sector 48,3.3,3305.0,5,5,3+,Old Property,0,1,0,0,0,1,Medium,Mid Floor
flat,sector 89,1.6,1774.0,3,3,3,New Property,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 79,2.0,2629.0,3,4,3+,Relatively New,0,1,0,0,0,2,High,Low Floor
house,sector 41,11.0,3240.0,4,4,2,New Property,1,1,0,1,0,1,Low,Mid Floor
flat,sector 78,0.7,1224.0,2,2,2,Moderately Old,0,0,0,0,0,1,Low,Mid Floor
house,sector 2,2.68,1557.0,4,3,2,Moderately Old,0,0,1,0,0,2,Medium,Mid Floor
flat,sector 81,0.89,1194.0,2,2,2,Under Construction,0,0,0,0,1,1,Low,Mid Floor
flat,sector 60,3.75,2534.0,4,5,3,Relatively New,0,1,0,0,0,1,High,High Floor
flat,sector 102,1.77,1653.0,3,3,3,Relatively New,0,0,0,0,0,1,High,Low Floor
flat,sector 15,0.43,856.0,2,2,1,Relatively New,0,0,0,0,0,2,Low,Low Floor
house,sector 105,0.65,720.0,3,2,1,Relatively New,0,0,0,1,1,1,Low,Low Floor
flat,sector 99a,0.27,552.0,2,2,1,New Property,0,0,0,0,0,1,Low,Mid Floor
flat,sector 61,1.6,1278.0,2,2,2,New Property,1,0,0,0,0,1,Medium,Mid Floor
flat,sector 92,1.68,1804.0,3,4,3+,Relatively New,0,1,0,0,0,2,High,High Floor
house,sector 33,10.0,4950.0,5,6,3,New Property,1,1,0,0,0,1,Low,Mid Floor
flat,sector 110,3.6,3077.0,4,5,3,Relatively New,0,1,0,0,0,1,High,Mid Floor
flat,sector 93,1.25,1350.0,3,4,2,Relatively New,0,0,0,0,0,2,Medium,High Floor
flat,sector 70,1.75,1950.0,3,4,2,Relatively New,0,1,0,1,0,1,Low,High Floor
flat,sector 61,1.47,1333.0,2,2,2,Under Construction,1,0,0,0,0,1,Medium,Low Floor
house,sector 31,4.25,1620.0,5,5,3+,Moderately Old,0,0,1,1,0,2,Medium,Mid Floor
flat,sector 47,1.65,1906.0,3,3,3,Old Property,0,0,0,0,1,2,Medium,Low Floor
flat,sector 56,0.45,543.0,1,1,2,Old Property,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 107,0.52,717.0,3,2,2,Relatively New,0,0,0,0,1,1,Low,Mid Floor
flat,sector 104,0.2,301.0,1,1,1,Relatively New,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 85,0.93,1587.0,3,3,3,Relatively New,0,0,0,0,0,1,Low,Mid Floor
