property_type,sector,society,price,area,price_per_sqft,built_up_area,carpet_area,super_built_up_area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,sector 90,shree vardhman flora,1.27,2565.0,4951.0,,1950.0,2575.0,4,5,2,9.0,North-East,New Property,1,1,0,0,0,1,83
flat,sohna road,breez global heights,0.46,950.0,4842.0,800.0,700.0,950.0,2,2,2,4.0,North-East,Relatively New,0,0,0,0,0,0,93
flat,sector 56,kiran residency,1.55,2000.0,7750.0,1800.0,1700.0,2000.0,3,3,3+,5.0,North,Old Property,0,1,0,1,1,1,166
flat,sector 107,signature global solera,0.29,489.0,5930.0,,489.0,,2,2,2,3.0,East,Relatively New,0,0,0,0,0,1,45
flat,manesar,green campus chs,0.92,2287.0,4022.0,,1600.0,2287.0,3,3,3+,8.0,East,Moderately Old,0,1,0,0,0,1,5
flat,sector 37c,corona optus,1.27,1763.0,7203.0,,1410.0,1763.0,3,3,3,2.0,South,Relatively New,1,0,0,0,1,1,49
flat,sector 106,paras dews,1.34,1403.0,9550.0,1535.0,1403.0,2355.0,4,5,3+,7.0,South-East,Relatively New,0,1,0,0,0,1,49
house,sector 25,independent,8.0,10000.0,8000.0,,10000.0,,3,9,2,3.0,,New Property,0,0,0,0,0,1,0
flat,sector 82a,vatika sovereign next sector-82 a gurgaon,2.91,4343.0,6700.0,,3480.0,4350.0,4,4,3,6.0,East,Under Construction,1,1,1,0,0,2,79
flat,sector 69,tulip violet,1.7,2013.0,8445.0,,,2010.0,4,4,2,7.0,West,Relatively New,0,0,0,0,0,1,128
house,sector 56,independent,2.95,1458.0,20233.0,162.0,,,2,2,0,1.0,North,Undefined,0,0,0,0,0,1,0
flat,sohna road,breez global hill view,0.35,554.0,6315.0,,554.1255719999999,,2,2,2,14.0,West,New Property,0,0,0,0,0,1,53
flat,sector 108,sobha city,2.9,2003.0,14478.0,,,2003.0,3,4,2,8.0,East,New Property,0,0,0,0,0,1,109
flat,sector 69,tulip violet,1.52,1578.0,9632.0,,,1578.0,3,3,2,4.0,South-West,Relatively New,0,0,0,1,0,2,156
house,sector 17,independent,3.5,160.0,218750.0,160.0,,,6,6,3+,3.0,North-West,Undefined,0,0,0,0,0,1,0
house,sector 43,sushant lok 1 builder floors,1.65,540.0,30556.0,540.0,500.0,,4,4,3+,4.0,West,Moderately Old,0,0,0,0,1,0,49
flat,sector 79,m3m golf hills phase 1,1.7,1570.0,10828.0,1570.0,1099.0,,3,2,3,10.0,,Undefined,0,0,0,0,0,1,0
flat,sector 70,shree vardhman victoria,1.63,1950.0,8358.0,,1161.0,1950.0,3,3,3,5.0,East,New Property,0,1,0,0,1,1,49
flat,sector 95,signature the roselia,0.41,662.0,6194.0,670.0,569.25,,2,2,2,12.0,North,New Property,1,0,0,0,0,2,90
flat,sector 77,umang winter hills,1.0,1333.0,7500.0,,1340.0,,2,2,2,3.0,,New Property,0,0,0,0,0,1,74
flat,sector 69,tulip violet,1.4,1578.0,8871.0,,,1578.0,3,3,2,11.0,North,Relatively New,0,0,0,1,0,1,126
flat,sector 83,emaar palm gardens,1.76,1900.0,9263.0,1500.0,1240.0,1900.0,3,3,3,6.0,North-West,Relatively New,0,1,0,0,0,2,165
flat,sector 65,emaar mgf emerald floors premier,2.24,1650.0,13575.0,,1650.0,,3,3,3,2.0,North-West,Relatively New,1,1,0,0,0,1,46
flat,sector 109,ats tourmaline,1.75,2150.0,8139.0,,,2150.0,3,4,3+,2.0,North,Relatively New,0,1,0,0,1,1,65
flat,sector 92,sare crescent parc,0.92,1895.0,4854.0,1895.0,1600.0,,4,5,3+,14.0,North-East,Moderately Old,0,0,0,0,0,2,131
house,sector 7,independent,2.43,1632.0,14890.0,345.0,,,4,4,2,3.0,South-West,Old Property,1,0,1,1,0,1,38
flat,sector 83,emaar palm gardens,1.8,1500.0,12000.0,,1500.0,,3,4,3+,6.0,South-West,Relatively New,0,1,0,0,0,2,96
flat,sector 81,bestech park view grand spa,2.25,2660.0,8458.0,2300.0,2100.0,2660.0,3,4,3+,8.0,West,Relatively New,1,1,1,0,0,2,122
flat,sohna road,gls arawali homes,0.27,576.0,4687.0,,576.0,,2,2,2,1.0,East,New Property,0,0,0,0,0,1,35
flat,sector 48,central park resorts,15.0,6700.0,22388.0,,6700.0,,5,6,3+,17.0,,Relatively New,1,1,0,1,0,0,45
flat,sector 62,pioneer araya,10.75,5513.0,19500.0,,,5514.0,5,7,3,10.0,North-East,Relatively New,0,1,0,0,0,2,153
flat,sector 71,chd avenue,1.16,1743.0,6655.0,,,1743.0,3,3,3,5.0,South-West,Moderately Old,0,1,0,0,0,2,73
house,sector 7,independent,1.55,1116.0,13889.0,1080.0,,,2,2,2,1.0,East,Moderately Old,0,0,0,0,0,2,52
flat,sector 92,raheja navodaya,0.85,1990.0,4271.0,,,1990.0,3,3,3,2.0,North-West,Relatively New,0,0,0,0,0,1,100
flat,sector 85,ss the leaf,1.2,1640.0,7317.0,,,1640.0,2,2,3,12.0,South,Relatively New,0,0,0,0,0,2,157
flat,sector 104,ats triumph,2.78,3150.0,8825.0,,,3150.0,4,4,3+,11.0,South,Relatively New,0,1,0,0,0,1,110
flat,sector 102,conscient heritage max,1.9,1942.0,9783.0,,,1942.0,3,4,3+,20.0,North-East,Relatively New,0,1,0,0,0,1,165
flat,sector 71,chd avenue,1.1,1802.0,6104.0,,,1802.0,3,4,3,3.0,South,Moderately Old,0,1,0,0,0,1,26
house,sector 37d,independent,1.16,1539.0,7539.0,1535.0,,,1,1,0,1.0,,Undefined,0,0,0,0,0,1,0
house,sector 33,unitech uniworld resorts,11.75,5056.0,23240.0,502.0,,,5,7,3+,3.0,East,Relatively New,0,1,0,0,0,1,80
flat,sector 89,smart world gems,0.9,1103.0,8159.0,,,1103.0,2,2,2,3.0,,New Property,1,0,0,0,1,1,95
flat,sector 53,vipul belmonte,6.5,2965.0,21922.0,,,2965.0,3,4,3+,0.0,,Old Property,1,0,0,0,1,1,72
house,sector 66,emaar mgf marbella,18.0,3240.0,55556.0,3240.0,,,4,4,3+,3.0,East,Moderately Old,1,1,0,1,0,0,75
flat,sector 81,signature global synera,0.38,400.0,9500.0,,400.0,,1,1,2,3.0,South-West,Relatively New,0,0,0,0,0,1,43
flat,sector 2,bestech park view residency,1.18,1565.0,7539.0,,,1565.0,2,2,3,5.0,East,Old Property,1,0,0,0,0,1,76
flat,sector 36,signature global park 4,0.72,1120.0,6428.0,,1120.0,,3,2,3,2.0,,Under Construction,0,0,0,0,0,1,0
flat,sector 62,emaar digihomes,2.45,1531.0,16000.0,1200.0,1000.0,,2,2,2,7.0,North-East,New Property,1,0,0,0,0,0,174
house,sector 105,independent,1.15,3501.0,3285.0,,3500.0,,3,2,1,1.0,,Undefined,0,0,0,0,0,1,0
house,sector 3,bhim garh kheri,0.75,1170.0,6410.0,1170.0,,,4,2,2,2.0,West,Old Property,0,0,0,0,0,1,16
flat,sector 70a,bptp astaire gardens,1.7,1900.0,8947.0,,1900.0,,4,3,3,1.0,North-East,Relatively New,0,0,0,0,0,2,49
flat,sector 12,bhagwati sadan,1.15,2000.0,5750.0,2000.0,1750.0,2500.0,3,4,2,2.0,,Old Property,1,1,0,0,1,2,28
flat,sector 108,raheja vedaanta,1.5,2850.0,5263.0,2850.0,,,3,4,0,12.0,,Undefined,0,0,0,0,0,1,0
flat,sector 79,bestech altura,1.85,2150.0,8604.0,1650.0,1350.0,2150.0,3,3,3,7.0,,New Property,0,1,0,0,0,1,53
flat,sector 37d,ramprastha skyz,1.1,1725.0,6376.0,,,1725.0,3,3,3+,7.0,East,Under Construction,0,0,0,0,0,1,109
flat,manesar,imt view society,0.95,2601.0,3653.0,,1900.0,2600.0,3,4,3,6.0,South-East,Moderately Old,0,1,0,0,0,1,81
house,sector 82a,vatika sovereign next,3.85,5133.0,7500.0,5140.0,,,5,6,3+,6.0,,Undefined,0,0,0,0,0,1,53
flat,sector 89,smart world gems,0.97,1103.0,8794.0,1103.0,,,2,2,3+,2.0,East,New Property,0,0,0,0,0,1,49
flat,sector 91,tarc maceo,0.87,1310.0,6641.0,,1000.0,1310.0,2,2,2,9.0,North-West,Relatively New,0,0,1,0,0,1,78
house,sector 25,nul,6.25,1800.0,34722.0,1800.0,,,5,5,3,2.0,East,Moderately Old,0,1,0,1,0,2,112
flat,sector 86,microtek greenburg,1.45,1480.0,9797.0,1480.0,1050.0,,3,2,3,8.0,North-East,Relatively New,0,0,0,0,0,0,72
flat,sohna road,breez global heights,0.21,394.0,5329.0,,394.0,,1,1,1,2.0,,Relatively New,0,0,0,0,0,1,21
flat,sector 109,sbtl caladium,1.68,2545.0,6601.0,,,2545.0,3,3,3+,7.0,East,Moderately Old,0,1,0,0,0,1,134
house,sector 82,vatika signature villas,3.2,2230.0,14351.0,2160.0,,,3,4,3,1.0,,New Property,1,1,1,1,0,1,66
flat,sector 49,vatika city,1.85,1749.0,10578.0,1471.12,,1748.87,3,3,1,7.0,South-West,Moderately Old,0,0,1,1,0,1,158
flat,sector 107,m3m woodshire,1.4,2361.0,5929.0,,,2361.0,3,4,3+,6.0,North-East,Relatively New,0,1,0,0,0,1,117
house,sector 47,independent,5.15,1935.0,26615.0,1935.0,,,9,9,3+,3.0,East,Relatively New,0,0,1,0,0,2,75
flat,sector 79,godrej aria,1.1,958.0,11482.0,,,89.0,2,2,3,9.0,,New Property,0,0,0,0,0,1,62
flat,sector 5,om apartment dayanand colony,0.26,595.0,4373.0,,583.0,,1,1,1,3.0,North-East,Relatively New,0,0,0,0,0,1,14
flat,sector 79,mapsko mount ville,1.25,1490.0,8389.0,,1490.0,,3,3,3+,16.0,North,Relatively New,0,0,0,0,0,2,49
house,sector 4,naman residency,0.5,450.0,11111.0,450.0,,,2,2,2,2.0,West,New Property,1,1,0,1,1,1,14
house,sector 25,independent,16.0,6000.0,26667.0,6000.0,,,6,5,2,3.0,East,Relatively New,0,0,0,0,0,1,0
flat,sector 83,vatika gurgaon,0.95,1445.0,6574.0,1300.0,1200.0,1445.0,2,2,3,5.0,South,Relatively New,0,0,0,0,0,2,96
house,sector 7,independent,2.0,1440.0,13889.0,1440.0,,,2,2,2,2.0,North-West,Old Property,0,0,0,0,0,1,22
flat,sector 6,ss residency,0.48,900.0,5333.0,,100.0,,3,2,2,2.0,,Moderately Old,0,0,0,0,0,1,54
house,sector 43,sushant lok 1 builder floors,1.95,1935.0,10077.0,1935.0,,,3,4,3+,4.0,West,New Property,0,1,0,0,0,2,78
flat,sector 110,mahindra aura,2.25,2428.0,9266.0,2350.0,2050.0,2428.0,4,4,3+,2.0,South-West,Relatively New,0,1,0,0,0,1,152
flat,sector 79,bestech altura,1.85,2150.0,8604.0,,,2150.0,3,4,3+,11.0,North,New Property,0,1,0,0,0,1,49
flat,sector 113,m3m capital,3.25,2298.0,14142.0,,2298.0,,4,4,3+,34.0,,Under Construction,1,1,0,1,0,1,115
flat,sector 85,orris carnation residency,0.9,1400.0,6428.0,1402.0,1400.0,1485.0,3,3,2,12.0,,Relatively New,0,0,0,0,0,1,120
flat,sector 89,m3m soulitude,1.0,1103.0,9066.0,,1103.0,,2,2,2,2.0,,New Property,1,0,0,0,0,1,49
house,sector 2,independent,2.55,1557.0,16378.0,1557.0,,,3,3,2,2.0,South,Old Property,0,0,0,0,0,1,8
house,sector 83,vatika india next,1.7,2160.0,7870.0,2160.0,,,3,3,3+,4.0,North-West,New Property,0,1,0,1,0,1,0
house,sector 104,shri shyam residency,0.62,500.0,12400.0,900.0,480.0,,3,3,1,2.0,,Moderately Old,0,0,0,0,1,0,8
flat,sector 102,emaar gurgaon greens,1.4,1650.0,8484.0,1300.0,1022.58,1650.0,3,3,3,10.0,East,Relatively New,0,1,0,0,0,1,46
house,sector 50,unitech aspen greens,6.8,2160.0,31481.0,220.0,200.0,,4,5,3,3.0,West,Old Property,1,1,0,0,0,2,111
flat,sector 89,smart world gems,1.1,1103.0,9972.0,,1103.0,,2,2,2,3.0,,New Property,0,0,1,0,0,1,77
flat,sector 33,central park flower valley,1.4,650.0,21538.0,,,650.0,3,3,3,2.0,,Under Construction,0,0,0,0,0,1,54
flat,sector 102,adani oyster greens,1.9,1889.0,10058.0,,1889.0,,3,3,3+,9.0,North-East,Relatively New,1,0,1,1,0,1,0
flat,sector 77,emaar palm heights,2.1,2025.0,10370.0,,,2025.0,3,3,3,17.0,,New Property,1,1,0,0,0,1,8
flat,sector 30,afnhb jalvayu vihar,0.85,661.0,12859.0,,661.0,,2,2,1,2.0,West,Old Property,0,0,0,0,1,2,49
house,sector 49,ss aaron ville,6.75,4500.0,15000.0,4500.0,,,5,4,2,2.0,North,New Property,0,0,0,0,1,1,49
flat,sector 109,ats kocoon,1.7,1320.0,12878.0,1550.0,1320.0,1745.0,3,3,3,22.0,East,Relatively New,0,0,0,0,0,1,103
flat,sector 82a,dlf the primus,2.2,2092.0,10516.0,,,2092.0,3,3,3+,16.0,North-East,Relatively New,0,1,0,0,0,0,174
house,sector 91,independent,3.6,2430.0,14815.0,2430.0,,,4,4,3,2.0,North-East,New Property,0,0,0,0,0,2,49
flat,sector 102,bptp amstoria,1.9,2250.0,8444.0,2500.0,2250.0,2727.0,3,3,3+,1.0,North-East,Relatively New,0,1,0,0,0,1,174
flat,sector 82,mapsko royale ville,1.12,1790.0,6256.0,,1400.0,1790.0,3,3,2,12.0,North-East,Relatively New,0,0,0,1,0,1,49
flat,sector 92,bestech park view sanskruti,1.55,1600.0,9687.0,,1600.0,1995.0,3,3,3,17.0,,Relatively New,0,1,0,0,0,2,60
flat,sector 9a,railway officers rpf society,1.25,1806.0,6921.0,,1806.0,,4,3,3,1.0,South-West,Old Property,0,1,0,0,0,2,12
flat,sector 79,godrej aria,1.1,1415.0,7772.0,,,1351.0,2,2,3+,4.0,North-East,New Property,0,0,0,0,0,2,49
flat,sector 12,ss residency,0.53,1100.0,4818.0,,,1100.0,3,3,2,2.0,,Relatively New,0,0,0,0,0,2,14
flat,sector 85,ss the leaf,1.1,1741.0,6318.0,,1218.0,1741.0,2,2,3+,3.0,South-East,Relatively New,0,0,1,0,0,1,143
flat,sector 7,project krishna colony,0.36,700.0,5142.0,700.0,,,2,2,1,0.0,,Relatively New,0,0,0,0,0,1,0
flat,sector 63a,signature global city 63a,1.65,1081.0,15263.0,,,1081.0,2,2,2,1.0,,Under Construction,0,0,0,0,0,1,0
flat,sector 81,dlf the ultima,2.5,2132.0,11726.0,1700.0,1350.0,2132.0,3,3,2,20.0,West,Relatively New,0,1,0,0,0,0,174
house,sector 12,anamika enclave,6.0,4140.0,14492.0,9000.0,,,9,9,3+,3.0,North-West,Old Property,0,0,0,0,0,1,9
house,sector 4,independent,0.4,450.0,8889.0,450.0,,,1,1,0,1.0,,Moderately Old,0,0,0,0,0,1,0
flat,sector 92,sare green parc phase 3,0.79,1298.0,6086.0,,,1298.0,3,2,2,15.0,North,New Property,0,0,0,0,0,1,29
flat,sector 95,rof ananda,0.26,431.0,6032.0,,380.44,431.0,1,1,1,8.0,North,New Property,0,0,0,0,0,1,49
flat,sector 70,unitech vistas,0.99,1565.0,6325.0,,,1565.0,3,4,2,11.0,,Under Construction,0,0,0,0,0,1,0
flat,sector 22,ambience creacions,3.5,1800.0,19444.0,,1800.0,,3,4,3+,8.0,East,New Property,0,1,0,0,0,2,57
flat,sector 105,uphaar residency 2,0.42,750.0,5600.0,,750.0,,3,2,1,0.0,East,Moderately Old,0,0,0,0,1,1,7
flat,sector 85,ss,2.17,2812.0,7716.0,2600.0,2400.0,2812.0,4,4,3,7.0,North,Relatively New,1,1,0,1,0,1,49
flat,sector 83,emaar palm gardens,1.35,1095.0,12325.0,,1095.3,1720.0,3,3,3,7.0,South-West,Relatively New,0,1,0,0,0,1,24
house,sector 3,independent,3.5,3800.0,9210.0,3800.0,,,1,1,0,1.0,,Undefined,0,0,0,0,0,1,0
house,sector 39,independent,15.0,4500.0,33333.0,4500.0,,,5,5,3+,4.0,,Moderately Old,0,1,0,0,0,2,27
flat,sector 76,suncity avenue 76,0.75,735.0,10204.0,,,735.0,2,2,2,11.0,,Under Construction,0,0,0,0,0,1,57
flat,sector 69,tulip violet,1.36,1538.0,8841.0,,,1538.0,3,3,1,12.0,North-West,Relatively New,0,0,0,1,0,1,86
flat,sector 37c,ild grand,0.66,1310.0,5038.0,1310.0,,,2,2,3+,14.0,,Undefined,0,0,0,0,0,1,60
flat,sector 85,ss the leaf,1.05,1640.0,6402.0,,,1640.0,2,2,3,6.0,North-East,Relatively New,0,0,0,0,1,1,49
flat,sector 24,ambience lagoon,5.8,4640.0,12500.0,3700.0,,,3,4,3+,9.0,North-East,Old Property,1,1,0,1,1,0,68
flat,sector 79,supertech araville,0.8,1295.0,6178.0,,,1295.0,2,2,3+,9.0,,New Property,0,0,0,0,1,1,24
flat,sector 102,conscient heritage max,2.15,2149.0,10004.0,,,2149.0,3,4,3+,18.0,South,Relatively New,1,1,0,0,0,2,134
flat,sector 107,m3m woodshire,0.82,1366.0,6002.0,,,1366.0,2,2,3+,7.0,North-East,Relatively New,0,0,0,0,0,1,111
flat,sector 110,ompee k s residency,1.6,594.0,26936.0,,66.0,,2,2,2,1.0,,Relatively New,0,0,0,0,0,1,0
house,sector 57,satya the legend,9.25,5580.0,16577.0,630.0,620.0,,5,5,3+,4.0,North-East,Relatively New,1,1,1,1,0,2,160
flat,sector 68,m3m sierra 68,1.13,1245.0,9076.0,1130.0,930.0,1245.0,2,2,3,9.0,West,Relatively New,0,0,0,0,0,2,149
house,sector 50,unitech espace,7.5,2160.0,34722.0,241.0,240.0,,3,3,2,2.0,West,Moderately Old,0,1,0,0,0,2,66
flat,sector 104,ats triumph,1.83,2290.0,7991.0,2000.0,1750.0,2290.0,3,4,3+,10.0,North,Relatively New,0,1,0,0,0,1,165
flat,sector 95,ramsons kshitij,0.29,560.0,5178.0,,,560.0,2,2,2,14.0,,Relatively New,0,0,0,0,0,1,50
flat,sector 66,emaar mgf the palm drive,3.0,2100.0,14285.0,,,2100.0,4,5,3+,10.0,East,Relatively New,0,1,0,0,0,2,49
flat,manesar,dlf express greens,1.5,2359.0,6358.0,,,2359.0,4,5,3+,10.0,East,New Property,0,1,0,0,0,1,32
flat,sector 71,chd avenue,1.32,2193.0,6019.0,,,2193.0,4,4,3,14.0,South,Moderately Old,0,1,0,0,0,1,65
flat,sector 65,m3m golfestate,5.9,3363.0,17543.0,,,3363.0,3,3,3,9.0,,Moderately Old,1,0,0,0,0,0,21
house,sector 4,not applicable,,,,670.0,,,5,3,2,3.0,,Moderately Old,0,0,0,0,0,1,0
house,sector 33,unitech uniworld resorts,11.5,4680.0,24573.0,4680.0,,,5,6,3+,4.0,East,Relatively New,0,1,0,0,0,1,84
house,sector 6,"bhim nagar, sector 6",0.85,67.0,126865.0,67.0,,,5,2,2,1.0,,Old Property,0,0,0,1,0,1,29
house,sector 23,independent,1.2,1926.0,6230.0,1500.0,,,3,2,2,3.0,,New Property,0,0,0,0,0,2,79
flat,sector 99,assotech blith,0.92,1365.0,6739.0,,,1365.0,2,2,3+,22.0,,Under Construction,0,0,0,0,0,1,56
house,sector 6,surendra homes dayaindependentd colony,0.75,480.0,15625.0,480.0,,,4,4,2,1.0,,Undefined,0,0,0,0,0,1,0
flat,sector 70,shree vardhman victoria,1.6,1950.0,8205.0,,1950.0,,3,5,3,6.0,West,Relatively New,0,1,0,0,0,1,174
house,sector 46,independent,6.5,2367.0,27461.0,2367.0,,,12,12,3+,4.0,North-West,Relatively New,1,0,0,1,0,2,32
flat,sector 103,ansal housing highland park,1.1,1762.0,6242.0,1500.0,1300.0,1762.0,3,3,3+,7.0,North-East,New Property,0,0,0,0,0,1,87
flat,sector 14,essel towers,2.2,1760.0,12500.0,,1760.0,,3,4,3+,3.0,North-West,Undefined,0,0,0,0,0,1,0
house,sector 2,palam vihar extension west zone rwa,0.4,900.0,4444.0,900.0,,,6,4,2,2.0,West,Moderately Old,0,0,0,0,0,1,36
house,sector 54,independent,5.5,1440.0,38194.0,1440.0,,,18,18,3+,4.0,South-West,Relatively New,0,1,0,0,0,0,70
flat,sector 109,ats kocoon,1.65,1550.0,10645.0,1650.0,1550.0,1745.0,3,3,3,19.0,East,Relatively New,0,0,1,0,0,2,159
flat,sector 63,dlf the arbour,8.5,3950.0,21519.0,3950.0,,,4,4,0,27.0,,Undefined,0,0,0,0,0,1,61
flat,sector 61,smart world orchard,1.6,1150.0,13913.0,,1150.0,,2,2,2,4.0,,Under Construction,0,0,0,0,0,1,16
flat,sector 90,dlf new town heights,1.51,2364.0,6387.0,2362.0,2360.0,2364.0,4,4,3+,6.0,South,Relatively New,0,1,0,1,0,2,142
flat,sector 90,dlf regal gardens,1.25,1540.0,8116.0,1640.0,1540.0,1702.0,3,3,3,8.0,South-East,Relatively New,0,0,0,1,0,1,158
flat,sector 102,emaar gurgaon greens,1.4,1650.0,8484.0,,,1650.0,3,3,3,4.0,North,Relatively New,0,1,0,0,0,2,83
flat,sector 63a,birla navya,3.3,2150.0,15348.0,,1200.0,2150.0,3,3,3,4.0,West,Under Construction,0,1,0,0,0,1,52
flat,sector 86,dlf new town heights,1.26,2061.0,6113.0,,,1930.0,3,3,3,5.0,West,Moderately Old,0,1,0,0,1,1,113
flat,sector 83,emaar palm gardens,3.15,3750.0,8400.0,3200.0,2444.94,3750.0,5,7,3+,15.0,West,Relatively New,0,1,0,0,0,2,165
flat,sector 33,godrej nature plus,1.31,820.0,15982.0,,76.44,,2,2,2,4.0,,Under Construction,0,0,0,0,0,1,92
flat,sohna road,raheja maheshwara,0.48,1099.0,4367.0,,,1099.0,2,2,2,11.0,,Under Construction,0,0,0,0,0,1,45
house,sector 26,dlf city phase 1,3.25,981.0,33129.0,981.0,,,3,3,3,2.0,West,Old Property,1,0,0,0,0,1,79
house,sector 103,satya the hermitage,4.35,3222.0,13501.0,3222.0,,,4,4,3+,2.0,North,Relatively New,1,1,1,1,0,1,138
flat,sector 110,indiabulls enigma,3.45,3400.0,10147.0,,,3400.0,4,4,3,9.0,North,Moderately Old,0,1,0,0,0,2,125
flat,sector 66,emaar mgf the palm drive,3.5,2200.0,15909.0,2125.0,2000.0,2200.0,3,3,3,7.0,North-East,Moderately Old,0,1,1,0,0,2,149
flat,sector 66,emaar mgf the palm drive,3.4,2200.0,15454.0,,,2200.0,3,4,3,9.0,East,Relatively New,0,1,1,0,0,2,96
house,sector 50,independent,7.0,3000.0,23333.0,3400.0,3000.0,,4,4,2,3.0,North-East,Old Property,0,1,0,0,0,1,118
flat,sector 65,m3m skycity,1.8,1314.0,13700.0,,1310.0,,2,2,3,13.0,,New Property,0,0,0,0,0,1,73
flat,sector 84,antriksh heights,0.92,1825.0,5041.0,,,1825.0,3,3,3,2.0,East,Relatively New,1,0,0,1,0,1,67
flat,sector 66,ireo uptown,1.32,1154.0,11442.0,,,1158.0,2,2,2,6.0,,Relatively New,0,0,0,0,0,1,45
flat,sector 37d,bptp terra,1.78,2191.0,8124.0,,,2191.0,4,3,3,10.0,East,Relatively New,0,1,0,0,0,1,127
flat,sector 67,ireo victory valley,3.05,2411.0,12650.0,,1688.0,2411.0,3,3,3+,21.0,South-West,Relatively New,0,1,0,0,0,2,157
flat,sector 81,dlf the ultima,2.28,2103.0,10841.0,1750.0,1257.0,2103.0,3,3,3+,14.0,East,Relatively New,0,1,0,0,0,0,49
flat,sector 92,sare crescent parc,0.9,2113.0,4260.0,,,1995.0,4,5,3+,3.0,,Relatively New,0,1,0,0,0,1,0
flat,sohna road,breez global hill view,0.3,585.0,5124.0,,585.448521,,2,2,1,11.0,North,New Property,0,0,0,0,0,1,91
flat,sector 49,satya element one,0.8,720.0,11111.0,720.0,,,1,1,1,0.0,,Undefined,0,0,0,0,0,1,0
house,sector 23,independent,2.7,1450.0,18620.0,1450.0,,,5,5,2,3.0,East,Old Property,0,0,0,0,0,2,17
flat,sector 67,m3m merlin,3.32,2358.0,14079.0,,1709.0,2358.0,3,4,3,8.0,North-West,New Property,0,1,0,0,0,2,174
flat,sector 82a,dlf the primus,1.85,1799.0,10283.0,,1538.0,1799.0,3,3,3+,2.0,South,Relatively New,0,0,0,0,0,2,44
flat,sector 79,godrej,1.29,1572.0,8206.0,,,1572.0,2,2,3,4.0,,New Property,0,0,0,0,0,1,0
flat,sector 86,dlf the skycourt,1.5,1929.0,7776.0,1550.0,1330.0,1929.0,3,3,1,15.0,South-East,Relatively New,0,0,0,0,0,1,159
house,sector 50,independent,13.2,4861.0,27155.0,4861.0,,,6,6,0,2.0,,Undefined,0,0,0,0,0,1,0
flat,sector 43,dlf icon,5.8,2801.0,20707.0,2801.0,,,4,4,3+,18.0,,Undefined,0,0,0,0,0,1,0
house,sector 11,independent,0.9,900.0,10000.0,900.0,,,7,4,3+,4.0,,Moderately Old,0,0,0,0,0,1,7
flat,sector 66,ireo uptown,2.4,1837.0,13064.0,1700.0,1600.0,1837.0,3,2,3,5.0,North-East,Relatively New,0,1,0,0,0,2,156
flat,sector 66,emaar mgf the palm drive,3.2,1800.0,17777.0,,1800.0,2200.0,3,3,3,12.0,South-West,Relatively New,1,1,1,1,0,1,117
house,sector 50,ss hibiscus,12.5,3060.0,40850.0,410.0,340.0,,4,4,3+,2.0,West,Relatively New,1,1,0,0,0,0,160
flat,sector 90,shree vardhman flora,0.66,1300.0,5076.0,,960.0,1300.0,2,2,3,4.0,North-East,Relatively New,1,0,0,0,0,1,119
flat,manesar,aditya apartment,1.0,2480.0,4033.0,2480.0,,,3,4,0,3.0,,New Property,0,0,0,0,0,1,0
house,sohna road,independent,0.07,277.0,2525.0,33.0,,,1,1,0,1.0,,Relatively New,0,0,0,0,0,1,0
house,sector 26,independent,18.9,4518.0,41833.0,4518.0,,,6,8,2,3.0,North-East,Relatively New,1,1,1,1,0,2,120
flat,sector 60,ireo skyon,2.82,2200.0,12818.0,2400.0,2200.0,2403.0,3,3,3,2.0,South-East,Relatively New,0,1,0,0,0,2,174
flat,sector 83,vatika lifestyle homes,1.15,1755.0,6552.0,,,1755.0,3,2,3,15.0,,Relatively New,0,0,0,0,0,1,37
flat,sector 84,pivotal devaan,0.27,339.0,7964.0,,339.0,439.0,1,1,1,13.0,North-East,Relatively New,0,0,0,0,0,0,45
flat,sector 95,saan verdante,2.0,1965.0,10178.0,,1935.0,1965.0,3,4,3+,5.0,North,New Property,0,1,0,0,0,1,49
flat,sector 102,emaar gurgaon greens,1.4,1650.0,8484.0,,1022.58,1650.0,3,3,3,3.0,East,Relatively New,0,1,0,0,0,1,60
house,sector 13,independent,0.5,55.0,90909.0,55.0,,,12,4,3,4.0,,Old Property,0,0,0,0,0,1,15
flat,sector 91,tarc maceo,1.8,2320.0,7758.0,,2320.0,,4,3,3+,0.0,North,Relatively New,1,0,0,1,0,0,45
flat,sector 90,shree vardhman flora,0.65,957.0,6789.0,1050.0,950.0,1350.0,2,2,3,9.0,South-East,Relatively New,1,0,0,0,0,1,67
house,sector 49,eros rosewood villas,2.8,1800.0,15555.0,1900.0,1800.0,,3,3,3,2.0,East,Moderately Old,0,0,0,1,0,1,68
flat,manesar,hsiidc sidco aravali,0.91,2588.0,3516.0,1900.0,,2588.0,3,3,3+,8.0,East,Moderately Old,0,1,0,0,0,1,23
flat,sector 70,shree vardhman victoria,1.1,1300.0,8461.0,,788.0,1300.0,2,2,2,0.0,West,New Property,1,0,0,0,0,1,49
flat,sector 91,tarc maceo,1.8,2320.0,7758.0,,2320.0,,3,3,3+,0.0,North,Relatively New,0,0,0,1,0,0,45
flat,sector 111,puri diplomatic greens,3.65,2950.0,12372.0,,,2950.0,4,5,3+,17.0,West,Moderately Old,0,1,0,0,0,1,132
